成华区	49.1
锦江区	48.58
成华区	49.05
青羊区	48.58
成华区	48.64
青羊区	49.57
青羊区	49.57
金牛区	49.57
金牛区	49.1
金牛区	49.57
锦江区	48.38
锦江区	48.38
成华区	49.57
锦江区	49.1
金牛区	48.0
金牛区	48.58
武侯区	48.39
武侯区	48.39
金牛区	48.64
金牛区	49.05
金牛区	49.98
金牛区	48.77
金牛区	48.77
青羊区	48.77
金牛区	49.57
锦江区	48.77
青羊区	48.68
成华区	49.57
金牛区	49.48
金牛区	49.48
高新区	50.78
锦江区	49.8
成华区	49.27
高新区	58.71
成华区	49.1
青羊区	49.1
锦江区	49.57
青羊区	49.57
青羊区	49.1
高新区	48.68
高新区	48.68
锦江区	49.52
锦江区	49.52
锦江区	39.98
锦江区	49.05
锦江区	50.06
青羊区	49.55
青羊区	49.33
青羊区	49.86
锦江区	49.47
武侯区	48.5
金牛区	49.41
锦江区	49.35
金牛区	49.01
金牛区	49.01
锦江区	49.39
高新区	49.05
锦江区	48.58
金牛区	49.1
锦江区	49.71
青羊区	49.1
成华区	48.58
成华区	48.58
青羊区	49.1
金牛区	48.97
成华区	49.1
青羊区	49.92
成华区	48.7
锦江区	49.04
锦江区	49.04
成华区	48.7
成华区	49.05
成华区	49.05
成华区	48.7
锦江区	50.02
成华区	48.7
武侯区	49.92
青羊区	49.86
金牛区	48.7
青羊区	49.33
成华区	58.71
武侯区	58.71
武侯区	58.71
青羊区	49.04
锦江区	49.75
青羊区	48.95
金牛区	48.89
青羊区	48.91
金牛区	48.91
锦江区	49.05
金牛区	48.7
锦江区	49.09
锦江区	49.09
锦江区	49.09
锦江区	49.86
成华区	49.86
武侯区	29.99
金牛区	48.94
锦江区	47.98
武侯区	48.94
金牛区	49.03
武侯区	47.98
武侯区	47.98
武侯区	48.94
成华区	49.1
金牛区	48.38
金牛区	48.58
锦江区	49.1
金牛区	49.1
青羊区	49.71
青羊区	49.1
武侯区	58.71
武侯区	58.71
武侯区	49.55
成华区	49.86
高新区	49.04
武侯区	48.38
青羊区	48.95
成华区	49.29
成华区	49.29
金牛区	49.29
高新区	49.1
高新区	49.1
高新区	48.97
金牛区	49.1
